Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Lifu Super,2016,N/A,26 Aug 2016,136 min,Drama,Vinod Kumar,"Ravi Nagadinni (screenplay), Santhosh Nagathiyalli (head writer), Likhit Surya (story)","Sathvika Appaiah, Niranth, Anu Poovamma, Rangayana Raghu","The movie revolves around two youngsters trying to build their careers. however, due to unfortunate circumstances, they make a plan to steal election money being transported from Bellary to...",Kannada,India,N/A,N/A,[],N/A,N/A,N/A,tt13057484,movie,N/A,N/A,N/A,N/A,True
Super Junior: Magic,2015,N/A,16 Sep 2015,4 min,"Short, Music",N/A,N/A,"Si Won Choi, Super Junior, Hee-chul Kim",N/A,"Korean, English",South Korea,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,5,tt6020450,movie,N/A,N/A,N/A,N/A,True
Super Papá 2,2019,N/A,20 Jun 2019,N/A,Comedy,Roberto Angel Salcedo,Roberto Angel Salcedo,N/A,N/A,Spanish,Dominican Republic,N/A,N/A,[],N/A,N/A,N/A,tt9663098,movie,N/A,N/A,N/A,N/A,True
Drive-In Movie Maniacs: Super Boo Sunday,2017,Not Rated,05 Feb 2017,N/A,N/A,Brian Lee Short,Tim Sweeten,"Brian Blair, Blade Braxton, Mike Campbell, Virgil Goodin","Terrible Tim leads his team of Drive-In Movie Maniacs onto the football field, to take on Team Haunted Creepys in the wacky, first ever Super Boo Sunday showdown.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt9674160,movie,N/A,N/A,N/A,N/A,True
Pretty Cure Super Stars,2018,N/A,17 Mar 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt10314522,movie,N/A,N/A,N/A,N/A,True
Super Mario Bros: This Ain't No Video Game,2014,N/A,03 Nov 2014,55 min,Documentary,David Gregory,N/A,"Parker Bennett, Rob Burman, Donald D. Coleman, Richard Edson",A retrospective documentary about the making of Super Mario Bros.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYWZkNGQ2NDAtYTZmNC00ZGVkLWI4YTUtODAwZjY5YWY5MGVlXkEyXkFqcGdeQXVyNjEzMTY1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,5,tt4325142,movie,N/A,N/A,N/A,N/A,True
Super Heroes vs. Game Heroes,2014,N/A,17 Nov 2014,N/A,"Short, Action",Wren Weichman,N/A,"Lilan Bowden, Coty Galloway, Niko Pueringer, Jake Roper",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,5,tt4207168,movie,N/A,N/A,N/A,N/A,True
The Super Animated Movie,2021,Not Rated,21 May 2021,94 min,"Animation, Action, Comedy",Ryan J. Austin,"Mandela Abdalla, Ryan J. Austin, Seth Luna, Austin Nelson","Ryan J. Austin, Tyler Black, Seth Luna, Austin Nelson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzcxY2U4ZWMtZjFmYy00YjAyLTkwNmYtNTIwZDllZWQzYjJjXkEyXkFqcGdeQXVyNjkyMTYwOTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12291978,movie,N/A,N/A,N/A,N/A,True
Super Star,2008,N/A,31 Jan 2008,N/A,"Comedy, Drama",A.A. Junaideen,A.A. Junaideen,"Sanath Gunathilake, Kanchana Mendis, Rex Kodippili, Cleatus Mendis",N/A,Sinhalese,Sri Lanka,N/A,N/A,[],N/A,N/A,N/A,tt9860694,movie,N/A,N/A,N/A,N/A,True
Super Nanny vs Stripper Nanny,2012,N/A,01 Apr 2012,2 min,"Short, Comedy",Thea Green,Valentina I. Valentini,"Kristin Erickson, Valentina I. Valentini",Bedtime stories by a stripper.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2183662,movie,N/A,N/A,N/A,N/A,True
Super Spider or Le Règne de l'Araignée,2012,N/A,01 May 2014,N/A,Documentary,Vincent Amouroux,N/A,N/A,N/A,"French, English","France, USA",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,5,tt3950020,movie,N/A,N/A,N/A,N/A,True
Especial Super Pai,2003,N/A,03 May 2003,N/A,"Music, Talk-Show",N/A,N/A,"Carlos Ribeiro, Sofia Arruda, Sónia Brazão, João Didelet",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt1998217,movie,N/A,N/A,N/A,N/A,True
Yellow Tail Super Bowl Commercial,2017,N/A,05 Feb 2017,1 min,Short,Harald Zwart,N/A,"Leighton Sharpe, Ellie Gonsalves",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDdkNjRlNmYtNDdiNS00ODExLTlkMDEtZTg0MmM1NWMzMmFjXkEyXkFqcGdeQXVyNjE4NTE1NzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9811406,movie,N/A,N/A,N/A,N/A,True
Super Menantu,2018,N/A,15 Jul 2018,N/A,Drama,Pali Yahya,N/A,"Nasha Aziz, Nadia Brian, Hafidzuddin Fazil, Nazim Othman",N/A,Malay,Malaysia,N/A,N/A,[],N/A,N/A,N/A,tt9897932,movie,N/A,N/A,N/A,N/A,True
Super Disco,2019,N/A,28 Nov 2019,90 min,"Documentary, Music",Lee Ju-ho,N/A,N/A,"Sultan of the Disco was proclaimed ""the first lip sync dance group in Hongdae."" Now, they have since become one of the most well-known bands in the Hongdae music scene. The director decided...",Korean,South Korea,N/A,N/A,[],N/A,N/A,N/A,tt13075114,movie,N/A,N/A,N/A,N/A,True
Super Freak,2021,N/A,01 Apr 2021,N/A,Action,Stephen Wayne,"Jeff Querin, Stephen Wayne","Nakeisha Daniel, Becca Anderson, Stephen Wayne, Jeff Querin",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13116476,movie,N/A,N/A,N/A,N/A,True
Charlotte McKinney - Carls Jr Ad Commercial - Super Bowl XLIX 2015 - The All Natural Burger,2015,N/A,23 Jan 2015,N/A,Short,N/A,N/A,Charlotte McKinney,N/A,English,N/A,N/A,N/A,[],N/A,N/A,N/A,tt12145398,movie,N/A,N/A,N/A,N/A,True
Super Stupid,1934,N/A,14 Sep 1934,18 min,"Short, Comedy",Leigh Jason,"Billy Gilbert, Mauri Grashin, Leigh Jason","Vince Barnett, Billy Gilbert, Bud Jamison, Lita Chevret",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1810766,movie,N/A,N/A,N/A,N/A,True
Super Feministas,2018,N/A,05 Mar 2018,N/A,"Short, Comedy",Adán Llorca,Adán Llorca (screenplay),"Adán Llorca, Miriam Marco, Paloma Rojas, Raquel Sánchez",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNmJlZjEwOGEtMmIwMC00YzNhLWE4YjItYjIzNzE5MjJmZmVkXkEyXkFqcGdeQXVyMTMxODUxMjI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8320106,movie,N/A,N/A,N/A,N/A,True
Achtung: Papa filmt! - Eine Kölner Familiengeschichte auf Super 8,2004,N/A,04 Jun 2004,45 min,Documentary,Wolfgang Dresler,N/A,N/A,N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt1037681,movie,N/A,N/A,N/A,N/A,True
Out of this World Super Shock Show,2007,N/A,01 Oct 2007,N/A,Documentary,N/A,N/A,N/A,Collection of classic American horror and sci-fi b-movie trailers from the 1950's though the 1970's.,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt1163288,movie,N/A,N/A,N/A,N/A,True
Man-Made: Super Sewer,2007,N/A,06 Dec 2007,N/A,Documentary,Chris Gidez,"Chris Gidez, Todd Ludy",N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1150951,movie,N/A,N/A,N/A,N/A,True
Super Smoke Me,2007,N/A,01 Jul 2007,N/A,Reality-TV,Perry Stevens,N/A,"Katie Piper, Perry Stevens","A smoker swaps her ten year, ten a day habit with a clean living non smokers lifestyle.",English,UK,N/A,N/A,[],N/A,N/A,N/A,tt1082600,movie,N/A,N/A,N/A,N/A,True
Dream Power John Lennon Super Live 2007,2007,N/A,29 Dec 2007,N/A,Reality-TV,N/A,N/A,Yoko Ono,N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt1158702,movie,N/A,N/A,N/A,N/A,True
Super Hard Love,1982,N/A,15 Jun 1982,92 min,N/A,Joe D'Amato,Lorenzo Falcone,"Laura Levi, Pauline Teutscher, Guia Lauri Filzi, Roland Carey",N/A,Italian,Italy,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,5,tt0126683,movie,N/A,N/A,N/A,N/A,True
SoCal Pro: Super Clash,2007,N/A,N/A,N/A,Sport,N/A,N/A,"Shane Ballard, Shannon Ballard, Ernesto Dorado, Esteban Dorado",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1162124,movie,N/A,N/A,N/A,N/A,True
Ultimate Engineering: Super Pipeline,2006,N/A,15 Nov 2006,N/A,Documentary,Ian Herring,Ian Herring,Cory White,Ultimate Engineering: Super Pipeline,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMTQ4NzU0NzI4MV5BMl5BanBnXkFtZTgwNTk4MTA2MDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1020847,movie,N/A,N/A,N/A,N/A,True
Las Travesuras de Super Chido,1990,N/A,25 Oct 1990,95 min,"Action, Comedy, Fantasy",Alejandro Todd,"Óscar Fentanes, Juan Garrido","Luis de Alba, Óscar Fentanes, Gabriela Goldsmith, Charly Valentino",N/A,Spanish,Mexico,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,5,tt0320656,movie,N/A,N/A,N/A,N/A,True
Ping Lacson: Super Cop,2000,N/A,25 Dec 2000,100 min,"Action, Biography",Toto Natividad,"Raymond Burgos (story), Willy Laconsay (screenplay)","Rudy Fernandez, Lorna Tolentino, Herbert Bautista, Ricky Davao",N/A,"Filipino, Tagalog",Philippines,N/A,https://m.media-amazon.com/images/M/MV5BNjg4MzAxNTctNzBmMy00NmI3LWJmZjAtZjg5M2EzMDJjMDhmXkEyXkFqcGdeQXVyMTIyODIwNDc0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,5,tt0347777,movie,N/A,N/A,N/A,N/A,True
Super Virgin,2012,N/A,07 Aug 2014,105 min,Drama,Seung-kee Back,N/A,Seung-kee Back,N/A,Korean,South Korea,1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,5,tt2424678,movie,N/A,N/A,N/A,N/A,True
Man-Made: Super Roads,2007,N/A,06 Dec 2007,N/A,Documentary,Chris Gidez,Chris Gidez,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1150950,movie,N/A,N/A,N/A,N/A,True
Kickball: Super Bounce!,2008,N/A,07 Jul 2008,N/A,Comedy,Jesse Durell,Zachary Baumann,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1820486,movie,N/A,N/A,N/A,N/A,True
Kaiju Big Battel Super Special,2003,N/A,13 Dec 2003,N/A,Comedy,N/A,"David Borden, Rand Borden","Jack Dourakos, Ryan Klemek",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1774432,movie,N/A,N/A,N/A,N/A,True
The Bob Wilkins Super Horror Show,1979,N/A,23 Feb 1979,N/A,Documentary,Gary Mello,Bob Wilkins,"Boris Karloff, Christopher Lee, John Stanley","Join Creature Features host Bob Wilkins for a history of horror movies. Through rare clips, trailers and interviews with horror veterans, Bob will revisit your cinematic nightmares. The ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1819692,movie,N/A,N/A,N/A,N/A,True
Why We Really Watch the Super Bowl,2011,N/A,03 Feb 2011,N/A,"Short, Comedy",Michael Lynn,"Michael Lynn, Cherokee Turner, Michael Underlin","Jayme Dee, Ryan Fitzpatrick, Michael Lynn, Andrew Richards",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1837708,movie,N/A,N/A,N/A,N/A,True
Super Morning,2010,N/A,N/A,3 min,"Short, Action, Comedy",Julia Camara,Julia Camara,Rachel Grate,A comedy short about an ordinary morning for an extraordinary person.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1826870,movie,N/A,N/A,N/A,N/A,True
Super Nerds: No Pain No Gain,2010,N/A,N/A,8 min,"Short, Comedy, Drama",Pil-sung Yim,Pil-sung Yim,N/A,N/A,Korean,South Korea,N/A,N/A,[],N/A,N/A,N/A,tt1822317,movie,N/A,N/A,N/A,N/A,True
The Super Zero,2011,N/A,N/A,7 min,"Short, Adventure, Comedy, Crime",Zachary Mami,Zachary Mami,"Sean Patrick Flaherty, Gary Flynn, Jeremy Stevens",What really happens when nerds try to become real life super heroes?,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzgwNzI2MjUwN15BMl5BanBnXkFtZTcwODQyOTM0NA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1827560,movie,N/A,N/A,N/A,N/A,True
Super Hero S.P. Parasuram,1996,N/A,N/A,N/A,N/A,"Revi Raj, Pini Shetty",N/A,N/A,N/A,Malayalam,India,N/A,N/A,[],N/A,N/A,N/A,tt0275708,movie,N/A,N/A,N/A,N/A,True
Pretty Ladies: A Super 8 Explosion,2003,N/A,10 Oct 2003,29 min,Short,Catherine Crouch,N/A,Catherine Crouch,"A surreal butch fairytale with sex, drugs and religion.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1172668,movie,N/A,N/A,N/A,N/A,True
Super Massive Bankers,2011,N/A,N/A,4 min,"Short, Comedy, Crime",Greg Hatton,Greg Hatton,"John Boxer, Marcel Bracks, Greg Hatton",N/A,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt1814870,movie,N/A,N/A,N/A,N/A,True
Super Scandal,1996,N/A,24 Aug 1996,101 min,Drama,Shunichi Okamura,Daisuke Habara,"Gorô Inagaki, Miwako Fujitani, Hatsunori Hasegawa, Yasuko Mitsuura",N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt0255624,movie,N/A,N/A,N/A,N/A,True
Whitesnake: Super Rock '84,1985,N/A,N/A,N/A,"Documentary, Music",N/A,N/A,"David Coverdale, Neil Murray, Cozy Powell, John Sykes",N/A,English,Japan,N/A,N/A,[],N/A,N/A,N/A,tt0271808,movie,N/A,N/A,N/A,N/A,True
Super Trio,1991,N/A,N/A,18 min,Short,Guy Simoneau,Guy Simoneau,"Daniel Diaz, Daniel Diaz, Ariane Frédérique, Sonia Laplante",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt0237787,movie,N/A,N/A,N/A,N/A,True
Super Slide: Beyond the Glide,1999,N/A,N/A,120 min,"Documentary, Sport",Ira Opper,N/A,"Jay Moriarty, Bonga Perkins, Joel Tudor",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTMyMzM3NzYxN15BMl5BanBnXkFtZTcwNDQwNTIyMQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt0242920,movie,N/A,N/A,N/A,N/A,True
Remembering the Super Mario Bros. Super Show with Captain Lou Albano,2006,N/A,28 Mar 2006,10 min,"Documentary, Short",Brian Ward,Brian Ward,"Lou Albano, Bradford Hastings",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1774542,movie,N/A,N/A,N/A,N/A,True
Super Lupe,1990,N/A,N/A,N/A,N/A,N/A,N/A,Bibiana Navas,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt0261335,movie,N/A,N/A,N/A,N/A,True
LPWA the Super Ladies: Best Vol.1,1994,N/A,N/A,88 min,N/A,N/A,N/A,"Ken Resnick, Robert Remus, James E. Cornette, Joe Pedicino",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0296719,movie,N/A,N/A,N/A,N/A,True
Super Action,1996,N/A,N/A,N/A,N/A,Kodantarama Reddy,N/A,N/A,N/A,Malayalam,India,N/A,N/A,[],N/A,N/A,N/A,tt0275707,movie,N/A,N/A,N/A,N/A,True
Super agente Botones,1997,N/A,N/A,N/A,Comedy,Eduardo Martínez,N/A,"Rafael Inclán, Arturo Martínez, Claudia Pichardo, Gary Rivas",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0244825,movie,N/A,N/A,N/A,N/A,True
SCCW: So Cal Super Card,2005,N/A,N/A,N/A,Action,David Marquez,N/A,"Chris Bosh, Dionicio Castellanos, Robert 'Bo' Cooper, Webster Dauphiney",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0459533,movie,N/A,N/A,N/A,N/A,True
The Greatest Commercials: Super Bowl vs the World,2005,N/A,04 Feb 2005,1 h,Comedy,Michael Dempsey,David Wild,"Vanessa Lachey, Pat O'Brien, Lester Speight",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt0449957,movie,N/A,N/A,N/A,N/A,True
Super 17,2001,N/A,14 Aug 2001,N/A,N/A,Tom Williams,"Myrna Moore, Brian Parker, Will Payne, Michael Watchulonis","Myrna Moore, Joe Washington",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0975742,movie,N/A,N/A,N/A,N/A,True
Super Pooches,2010,N/A,21 Jul 2010,N/A,Reality-TV,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1699234,movie,N/A,N/A,N/A,N/A,True
Super Sunday,2017,N/A,N/A,N/A,"Comedy, Romance",N/A,"Roy Sekoff (screenplay), Roy Sekoff (story), Jeff Stolzer (screenplay), Jeff Stolzer (story)",N/A,"When a married couple's 10th anniversary happens to fall on Super Bowl Sunday, the sports-obsessed husband's life long dream of watching his favorite team play in the Big Game is put in jeopardy by his fed-up wife's ultimatum.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1010026,movie,N/A,N/A,N/A,N/A,True
The Super Dave Superbowl of Knowledge,1994,N/A,29 Jan 1994,30 min,"Animation, Comedy, Family",Joe Barruso,"Bob Einstein, Jack Hanrahan, Eleanor Burian-Mohr, Kevin Donahue, Michael Maliani (adaptation), Bob Einstein (adaptation), Allan Blye (adaptation), Reed Shelly (adaptation), Bruce Shelly (adaptation)","Bob Einstein, Don Lake, Art Irizawa, S. Scott Bullock",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1907796,movie,N/A,N/A,N/A,N/A,True
Super Sexual Fantasy,1980,N/A,12 Mar 1980,89 min,N/A,Michel Caputo,Michel Caputo (scenario),"Flore Sollier, Greta Woodstock, Michel David, Emmanuel d'Archangela",N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BMjEzYmE3NTAtMjljYS00MmFmLWI1OTQtMTMwNGJkZmEzNWJiXkEyXkFqcGdeQXVyMjE4NzY3Mw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8374372,movie,N/A,N/A,N/A,N/A,True
Programme super Phoenix,1978,N/A,N/A,N/A,Documentary,Jean Daskalidès,N/A,N/A,N/A,Dutch,Belgium,N/A,N/A,[],N/A,N/A,N/A,tt0269736,movie,N/A,N/A,N/A,N/A,True
The Super Fight,1987,N/A,N/A,75 min,Documentary,N/A,N/A,"Marvelous Marvin Hagler, Sugar Ray Leonard",A film of the 1987 world middleweight boxing championship fight in which Sugar Ray Leonard came out of retirement against Marvelous Marvin Hagler.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0451222,movie,N/A,N/A,N/A,N/A,True
Super Shandiz,2011,N/A,15 Jan 2011,N/A,Short,Manny Nickpour,N/A,"Sana Ezzoubir, Aly Mozafari, Manny Nickpour, Marielle Thiadens","Super Shandiz is a comedy/drama digital short series about Mr Johnny, an Iranian shopkeeper living in Amsterdam. Mr Johnny, known for offering out-dated and overpriced products, witnesses a...","Dutch, Persian",Netherlands,N/A,N/A,[],N/A,N/A,N/A,tt1922732,movie,N/A,N/A,N/A,N/A,True
Super M - Concerto for a Murderer,1982,N/A,05 Dec 1982,21 min,Documentary,Arvo Ahlroos,N/A,N/A,N/A,Finnish,Finland,N/A,N/A,[],N/A,N/A,N/A,tt1719064,movie,N/A,N/A,N/A,N/A,True
Super Peace Love Amour,2017,N/A,05 Sep 2019,90 min,Documentary,Till Cöster,Till Cöster,N/A,"In a homeless shelter in munich, men share their lives and strive for peace - against all odds",German,"Austria, Germany",N/A,https://m.media-amazon.com/images/M/MV5BZmZiNWJhMTItN2FlZC00MjY3LTlkODItYjM0YmMxMjRmNmQxXkEyXkFqcGdeQXVyMjU2MzM4MTY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8393844,movie,N/A,N/A,N/A,N/A,True
Súper héroes galácticos: Al rescate del planeta azul,2007,N/A,N/A,89 min,"Action, Sci-Fi",Julio Aldama Jr.,Julio Aldama Jr. (screenplay),"Julio Aldama Jr., Víctor Bejarano, Coco Blanco, Fernando Carbonel",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1686097,movie,N/A,N/A,N/A,N/A,True
Super Fine Pure Gold,2000,N/A,N/A,60 min,N/A,Ivan Nagy,N/A,"Summer, Jacqueline Lovell, Leah, Isabella",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0982936,movie,N/A,N/A,N/A,N/A,True
Super Dimension Fortress Macross: Hell's Fury,2006,N/A,19 Dec 2006,N/A,Animation,Matt Greenfield,N/A,"Howard Block, Robert Kelly-Schleyer",N/A,N/A,N/A,N/A,"https://m.media-amazon.com/images/M/MV5BMTQyNjYyOTMxN15BMl5BanBnXkFtZTcwNjQwOTczMQ@@._V1_SY264_CR2,0,180,264_.jpg",[],N/A,N/A,N/A,tt0981092,movie,N/A,N/A,N/A,N/A,True
Super Idol,2001,N/A,17 Jan 2001,N/A,"Action, Comedy, Fantasy",Willy Milan,"Mario Javier (screenplay), Lanie Gayundato (screenplay), Willy Milan","April Boy Regino, Carmina Villaroel, Manilyn Reynes, Mikey Macapagal Arroyo",N/A,"Tagalog, Filipino",Philippines,N/A,N/A,[],N/A,N/A,N/A,tt0348149,movie,N/A,N/A,N/A,N/A,True
Super 8 - Das Ende einer Legende,2007,N/A,06 Apr 2007,52 min,Documentary,"Tristan Chytroschek, Jakob Kneser",N/A,N/A,N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt1121972,movie,N/A,N/A,N/A,N/A,True
"KISS: Katya, International Super Spy",2010,N/A,N/A,8 min,"Short, Action, Comedy",Todd Christian Hunter,Todd Christian Hunter,"Jonathan Castile, Jason Currie, Cody Davis, Blaise Fitzgerald","A gorgeous, voluptuous singer is unknowingly transformed from a dim-witted diva into an elite government spy through an implanted microchip.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI1MDQ1Mzc4OV5BMl5BanBnXkFtZTcwNzY3NTY0NA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1759677,movie,N/A,N/A,N/A,N/A,True
Super 7,2004,N/A,16 Oct 2004,22 min,"Short, Drama",Ballard C. Boyd,Ballard C. Boyd,"Mike Boland, Ashley Nease, Bradley Smith",N/A,English,USA,2 wins.,N/A,[],N/A,N/A,N/A,tt0462042,movie,N/A,N/A,N/A,N/A,True
Super Bowl XXIII Halftime Show,1989,N/A,22 Jan 1989,N/A,Sport,Dan Witkowski,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0977665,movie,N/A,N/A,N/A,N/A,True
Especial Nochevieja 1987: Super 88,1988,N/A,N/A,240 min,"Music, Comedy","Pilar Miró, Hugo Stuven",N/A,"Arturo Fernández, Carmen Maura, Ramón Arcusa, Luis Auserón",N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt0449245,movie,N/A,N/A,N/A,N/A,True
Oi atsides tou super market,1985,N/A,N/A,91 min,Comedy,Makis Antonopoulos,Makis Antonopoulos,"Mimis Fotopoulos, Athinodoros Prousalis, Aleka Labrinou, Zano Danias",N/A,Greek,Greece,N/A,N/A,[],N/A,N/A,N/A,tt1133496,movie,N/A,N/A,N/A,N/A,True
Inter-Galactic SuperBeings in: Being Super,2005,N/A,28 Feb 2005,11 min,"Short, Comedy, Sci-Fi","Michael Bartolotta, Stephen Lindsay","Michael Bartolotta, Stephen Lindsay (screenplay)","Matt Barco, Michael Bartolotta, Patrick T. Brown, Eric Cubitt","The comic story of Night Train, a Super Hero trying to come to terms with the diminishment of his powers. To help his transition into a ""normal"" life, he attends a support group called ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0449480,movie,N/A,N/A,N/A,N/A,True
Super huître,1974,N/A,N/A,20 min,Short,Roland Lethem,Roland Lethem,"Bonbon, Roland Lethem",N/A,French,Belgium,N/A,N/A,[],N/A,N/A,N/A,tt0940777,movie,N/A,N/A,N/A,N/A,True
Super Stacy,1999,N/A,N/A,60 min,Adventure,Jon Woods,N/A,Stacy Burke,Buxom bondagette Stacy Burke is bound and gagged in a number of positions and costumes.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0463184,movie,N/A,N/A,N/A,N/A,True
Super Best,2005,N/A,16 Jan 2005,N/A,N/A,Mao Takai,N/A,Arisu Ogura,N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt0984121,movie,N/A,N/A,N/A,N/A,True
Super Power,2011,N/A,N/A,2 min,"Short, Action, Music",Diane Busuttil,N/A,Diane Busuttil,N/A,N/A,Germany,N/A,N/A,[],N/A,N/A,N/A,tt1911633,movie,N/A,N/A,N/A,N/A,True
Tru Vocalz: Super Hero,2016,N/A,N/A,N/A,"Short, Music",Lady Miah Kane,N/A,TruVocalz,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt8337142,movie,N/A,N/A,N/A,N/A,True
Super Atomic Commies!,2008,N/A,20 Oct 2008,8 min,"Short, Comedy, History",J. Anthony Cangialosi,Alex Gianopoulos,"Morse Bicknell, Chad Brummett, Courtney Cunningham, Rebekah Wiggins",A young baby booming couple get caught up in a nuclear communist plot while taking a walk in the woods.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1764620,movie,N/A,N/A,N/A,N/A,True
Super Glued,2011,N/A,09 Dec 2011,2 min,"Short, Comedy",N/A,N/A,"Chris Bingham, Dean Dobbs, Jack Howard, Thomas Ridgewell","Dean has super glued his hands together. Jack, Bing and Tom are not amused.",English,UK,N/A,N/A,[],N/A,N/A,N/A,tt8442280,movie,N/A,N/A,N/A,N/A,True
Christophe Alévêque est Super Rebelle!... enfin ce qu'il en reste.,2011,N/A,23 Mar 2011,N/A,N/A,Arnaud Emery,"Christophe Alévêque, Philippe Sohier",Christophe Alévêque,N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BZTc1ZThlY2QtMWIyYi00MGY3LWFjZDItMDkzNDQ2MWNkNjFhXkEyXkFqcGdeQXVyMjQ4ODQxNjI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8417870,movie,N/A,N/A,N/A,N/A,True
